末代皇帝 (數位修復版)|THE LAST EMPEROR|data\images\movie\movieimg\movie17.jpg|movie17|3|162|貝納多貝托魯奇(Bernardo Bertolucci)|尊龍(John Lone) 、 陳沖(Joan Chen) 、 鄔君梅 、 坂本龍一(Ryuichi Sakamoto)|https://www.youtube.com/embed/UD4WNnW-Zio|從天子到平民　末代皇帝溥儀傳奇的一生！1908年溥儀(尊龍飾)從醇親王府入宮，在慈禧太后的懿旨下登基成為統治清朝的新任皇帝，他年僅三歲就成為了天子，卻也成了全世界最孤獨的人。912年溥儀被迫退位並被圈禁在紫禁城重重高牆內，儘管過著帝王奢靡的生活，卻與外面的社會完全隔絕，成了被困在籠中的金絲雀。|2020/7/15|2020/9/15|1
波希米亞狂想曲|BOHEMIAN RHAPSODY|data\images\movie\movieimg\movie18.jpg|movie18|2|135|戴克斯特佛萊契(Dexter Fletcher)|雷米馬利克(Rami Malek) 、 埃丹吉倫(Aidan Gillen) 、 露西波頓(Lucy Boynton)|https://www.youtube.com/embed/2w3WtmVdsU0|《波希米亞狂想曲》以搖滾經典的不敗傳奇「皇后合唱團」為中心環繞；描述他們的音樂以及其樂團的靈魂人物──主唱佛萊迪墨裘瑞（雷米馬利克飾）短暫卻刻骨銘心的一生，如何靠著音樂打破世俗常規，奠定了搖滾樂的基石，成為地球史上最偉大的藝術家之一。|2020/6/25|2020/8/25|1
大娛樂家|THE GREATEST SHOWMAN|data\images\movie\movieimg\movie19.jpg|movie19|1|105|麥可格雷西(Michael Gracey)|休傑克曼(Hugh Jackman) 、 柴克艾弗隆(Zac Efron) 、 蜜雪兒威廉斯(Michelle Williams) 、 蕾貝卡弗格森(Rebecca Ferguson)|https://www.youtube.com/embed/sR6-3_5CtTQ|由鬼才導演麥可格雷希所指導的首部長片電影《大娛樂家》，為一部大膽原創的音樂劇電影，他將我們現在生活中所能看到的馬戲團以及大型娛樂表演事業的源起搬上大銀幕，希望能夠藉此機會激發觀眾對夢想與未來的無限想像。故事靈感來自於傳奇馬戲團始祖P.T.巴納姆〈休傑克曼 飾〉，描述他如何從一個窮困潦倒的無名小卒，搖身一變成為一個能夠將歡樂、感動、勇氣與淚水，這些情感原素全部融入至他的表演中，將希望散播至全世界的玩夢大師。《大娛樂家》更是與獲得奧斯卡金獎的《樂來樂愛你》幕後音樂團隊，一同協力打造總計共超過10首原創動聽歌曲；而令人期待的卡司陣容群，除了一攬本身為百老匯出身的休傑克曼之外，本次更是找來了能跳能唱的柴克艾弗隆、蜜雪兒威廉絲以及蕾貝卡弗格森，聽覺加上視覺的絕對饗宴，勢必將為這部備受期待的歌舞劇打造最豪華的精采篇章！|2020/6/25|2020/8/25|1
天氣之子|WEATHERING WITH YOU|data\images\movie\movieimg\movie20.jpg|movie20|1|112|新海誠(Makoto Shinkai)|小栗旬(Shun Oguri) 、 本田翼(Tsubasa Honda) 、 倍賞千惠子|https://www.youtube.com/embed/UOuVc4W0dD4|高一那年夏天，帆高（醍醐虎汰朗 配音）離開位在離島的家鄉，獨自一人來到東京，拮据的生活迫使他不得不找份工作，最後來到一間專門出版奇怪超自然刊物的出版社擔任寫手。不久，東京開始下起連日大雨，彷彿暗示著帆高不順遂的未來，在這座繁忙城市裡到處取材的帆高邂逅了與弟弟相依為命，不可思議的美少女陽菜（森七菜 配音）。等等就會放晴了喔。」陽菜這樣告訴著帆高，不久，頭頂的烏雲逐漸散去，耀眼的陽光灑落街道……原來，陽菜擁有「改變天氣」的奇妙能力……|2020/7/15|2020/9/15|1
戰爭中的鬼故事|GHOSTS OF WAR|data\images\movie\movieimg\movie21.jpg|movie21|4|95|艾瑞克布萊茲(Eric Bress)|布蘭頓思懷茲(Brenton Thwaites) 、 迪奧羅西(Theo Rossi) 、 凱爾加納(Kyle Gallner) 、 史蓋拉奧斯汀(Skylar Astin) 、 亞倫瑞奇森(Alan Ritchson)|https://www.youtube.com/embed/0oYn_2arY_U|在二次世界大戰最黑暗的日子裡，五名美國大兵，受命前往一座曾被納粹高級指揮官佔領的法國莊園。當他們進入這座莊園後，竟開始經歷一連串難以解釋的靈異現象，讓他們的世界變得瘋狂。這場難以脫逃的夢魘，似乎比戰爭所目睹事物都更加可怕…。|2020/7/3|2020/9/3|1
破處|LEAVING VIRGINIA|data\images\movie\movieimg\movie22.jpg|movie22|4|101|林立書|吳肇軒(NG Siu Hin) 、 楊懿軒 、 郭文頤 、 曾珮瑜(Peggy Tseng) 、 睦媄|https://www.youtube.com/embed/w4N74L174Hc|行影不離的兩人是學校裡的最佳拍檔，成日盡惡搞些白爛事。在神器十八歲生日當天，好兄弟阿烈堅持要帶神器破處，於是在網路上約熟女姐姐來幫助神器破處「轉大人」。但這場破處之夜，竟然讓這對難兄難弟得要開始準備跑路？！|2020/7/3|2020/9/3|1
死因無可疑|LEGALLY DECLARED DEAD|data\images\movie\movieimg\movie23.jpg|movie23|4|110|袁劍偉|林嘉欣(Karena Lam) 、 黃秋生(Anthony Wong) 、 陳家樂 、 廖啟智(Liu Kai Chi)|https://www.youtube.com/embed/WwN3LlTB_3U|保險經紀葉永信（陳家樂 飾）做事熱情認真，一天突然被神秘客戶指定跟進一張保單，上門拜訪時，竟然親眼目睹客戶朱重德（黃秋生 飾）的兒子吊死在潻黑的房間內，嚇出一身冷汗的他，認為朱重德在現場的反應古怪，直覺認定他是為了詐取保險金而殺了兒子，決心對朱重德和他殘障的妻子沈子玲（林嘉欣 飾）展開調查。|2020/7/3|2020/9/3|1
我的A級秘密|CAN YOU KEEP A SECRET|data\images\movie\movieimg\movie24.jpg|movie24|2|94|艾莉絲杜蘭 Elise Duran|《加州大地震》亞莉珊卓妲妲里奧 Alexandra Daddario、《非法正義》泰勒賀啟林 Tyler Hoechlin、《蜘蛛人：新宇宙》姬米可葛倫 Kimiko Glenn|https://www.youtube.com/embed/Jx-eMobWwYQ|故事描述艾瑪（亞莉珊卓妲妲里奧 飾）在飛機上遇到亂流，再加上酒精的催化，於是就把自己最不可告人的秘密都告訴了鄰座的陌生人。本以為兩人將永遠不再見面的艾瑪，週一上班時卻發現那名陌生人竟然是公司的創辦人傑克……！|2020/7/3|2020/9/3|1
人皮咒|IMPETIGORE|data\images\movie\movieimg\movie25.jpg|movie25|5|107|喬可安華(Joko Anwar)|泰拉巴斯洛 Tara Basro, 亞瑞歐派優 Ario Bayu, 瑪莉莎安妮塔 Marissa Anita, 阿詩瑪拉艾碧蓋兒 Asmara Abigail|https://www.youtube.com/embed/LLKigZrf250|瑪雅（泰拉巴斯落 飾）意外得知自己繼承了一間鄉下大宅，決定轉手這棟大宅來海撈一筆。瑪雅與好友狄妮回到位於偏遠鄉下的村落，卻發現當地不但人煙稀少，且瀰漫著一股詭異氣氛。然而，瑪雅不知道的是，村民多年來一直在尋找她的下落，希望殺死她來破除肆虐村落的恐怖詛咒。求助無門的瑪雅在奮力求生的同時，自己的身世之謎也逐漸揭曉……|2020/7/3|2020/9/3|1
鬼侍女|THE MAID|data\images\movie\movieimg\movie26.jpg|movie26|5|103|李通康(Lee Thongkham)|波伊頌娜琳(Ploy Sornarin) 、 堤勒帕薩加恭(Theerapat Sajakul) 、 薩維卡恰雅德|https://www.youtube.com/embed/fdSSjXVz1EE|剛畢業的女孩應徵到富豪家庭當幫佣，雖然家事繁瑣眾多，但同時也獲得高昂的薪水。月明星稀，幽幽啜泣聲在夜半響起，獨處的佣人房傳出其他女人哭聲，同時夾雜著男人撕心裂肺的淒厲慘叫。|2020/7/3|2020/9/3|1
賭博默示錄：最終遊戲|KAIJI FINAL GAME|data\images\movie\movieimg\movie27.jpg|movie27|2|128|佐藤東彌|《人間失格：太宰治與他的3個女人》藤原龍也《拉普拉斯的魔女》福士蒼汰《町田君的世界》關水渚《十二個想死的孩子》新田真劍佑《大叔之愛電影版》吉田鋼太郎《假面飯店》生瀨勝久《女王偵訊室3》天海祐希|https://www.youtube.com/embed/YfIl6YJCNSw|2020年，在東京奧運結束後，日本的景氣突急速低迷，變成貧窮的弱者能輕易被擊垮的社會。被派遣公司當成傻子，領微薄的薪水過著墮落生活的伊藤開司（藤原龍也 飾），某天再次遇見了成為帝愛集團社長的大槻太郎，大槻告訴開司在某位有錢長者所舉辦的活動中，能夠一獲千金的機會……|2020/7/3|2020/9/3|1
被遺忘的人生|THE INVISIBLE LIFE OF EURIDICE GUSMAO|data\images\movie\movieimg\movie28.jpg|movie28|4|140|凱里阿努茲(Karim Ainouz)|卡蘿杜瓦茲(Carol Duarte) 、 尤莉亞史托克(Julia Stockler) 、 費娜達蒙蒂妮蘿(Fernanda Montenegro)|https://www.youtube.com/embed/7ZS9-T6sIGU|尤莉絲從小和姊姊姬達感情深厚，兩人在這個里約熱內盧的傳統家庭裡相互倚賴。氣質文靜、擅長彈琴的尤莉絲，一心想離家赴維也納深造，成為一名鋼琴家。明媚嬌豔的姊姊姬達，對妹妹無話不談，她想談場轟轟烈烈的戀愛，並找到一個能終身廝守的男人。在受不了父親嚴厲管教下，姬達有天認識了一個英俊的水手，決定帶著夢想跟他私奔去希臘…。|2020/7/3|2020/9/3|1
超能西蒙的奇幻旅程|SIMONS GOT A GIFT|data\images\movie\movieimg\movie29.jpg|movie29|2|104|里奧卡曼(Léo Karmann)|班傑明沃伊辛(Benjamin Voisin) 、 卡米爾克拉里斯(Camillle Claris) 、 馬丁卡曼(Martin Karmann)|https://www.youtube.com/embed/qBoNDg9iKJs|來自孤兒院的男孩西蒙天生具有兩個超能力：變成任何人的外型、和傷口的極速復原。在一次校外教學的巧遇，西蒙與湯瑪斯、麥德琳兄妹相遇，三人一拍即合，成爲摯友。兄妹倆隨後邀請西蒙到他們山上的家中度假，分享彼此的秘密，西蒙向他們展示自己的超能力，當晚三人立下了結拜兄弟姊妹的誓約。|2020/7/3|2020/9/3|1
犬犬風塵|LOS REYES|data\images\movie\movieimg\movie30.jpg|movie30|1|75|貝蒂娜佩魯特(Bettina PERUT)|伊萬奧斯諾維科夫(Iván OSNOVIKOFF)|https://www.youtube.com/embed/EtJusSB2-Us|「什麼是活在當下？怎樣才是享受生命？讓最可愛、最溫柔的社會觀察家來告訴你！」|2020/7/3|2020/9/3|1
屍速列車 特別版|TRAIN TO BUSAN SPECIAL EDITION|data\images\movie\movieimg\movie31.jpg|movie31|4|121|延相昊|崔宇植(Choi Woo-shik) 、 孔劉(Gong Yoo) 、 馬東石(Ma Dong-Seok) 、 鄭裕美、安昭熙、姜棟元|https://www.youtube.com/embed/B4ZXuUUcWPw|事業有成的證券經理人碩宇（孔劉 飾）耽於金融遊戲導致離婚，也疏於照顧女兒秀安，讓備感寂寞的秀安滿心只想去釜山找媽媽，碩宇不得已才帶女兒搭上從首爾往釜山的高鐵。這趟乍看單純的旅程，卻成為逃離地獄的最後機會！來源不明的病變殭屍肆虐首爾，韓國面臨亡國滅種的危機！碩宇才送女兒上車，食人殭屍就侵襲了車站，沒有受到病毒感染的人們，紛紛想擠上這班最終生存列車，但是成功擠上車的，不是只有活人……從首爾到釜山的442公里，在極速飛馳的高速鐵路之上，絕望的人們是否能夠重拾希望，曾經迷失的單親爸爸碩宇是否能夠找到心的方向，守護愛女活命抵達安全的地方？|2020/7/1|2020/9/1|1
72小時前哨救援|THE OUTPOST|data\images\movie\movieimg\movie32.jpg|movie32|3|123|羅德路瑞(Rod Lurie)|奧蘭多布魯(Orlando Bloom) 、 史考特伊斯威特(Scott astwood) 、 卡賴伯蘭里瓊斯(Caleb Landry Jones)|https://www.youtube.com/embed/4Z9okNrlDnE|戰線的末端，沒人相信竟然會建立這座前哨站，北面、西面和南面被興都庫什山脈環繞，距離巴基斯坦國界僅15英里。在與世隔絕的阿富汗國度，這個前哨站是國度最偏僻的哨點。|2020/6/24|2020/8/24|1
福島50英雄|FUKUSHIMA 50|data\images\movie\movieimg\movie33.jpg|movie33|1|117|若松節朗|佐藤浩市(Kohichi Satoh) 、 渡邊謙(Ken Watanabe) 、 吉岡秀隆 、 齋藤工(Saito Takumi) 、 安田成美|https://www.youtube.com/embed/sgq1JrgN7PE|他們是守護家園的唯一希望！2011年3月11日下午2點46分，日本東北地區發生該國史上最強的規模9.0地震，引發的大海嘯並導致超過19,000人喪生。海嘯意外且無情地吞沒了福島縣內的福島第一核電廠，若放著爐心熔毀的核電廠不管，日本將承受超乎想像的災難。|2020/6/24|2020/8/24|1
捕魔網|DREAMKATCHER|data\images\movie\movieimg\movie34.jpg|movie34|3|85|凱利哈里斯|琳雪伊、蘭妲米契爾、亨利湯瑪斯、茱爾斯威爾考克斯、芬利沃塔克希松|https://www.youtube.com/embed/8Y_9cnNBii8|害怕噩夢的少年，從神祕鄰居家偷走「捕夢網」迫使他家人必須拯救他脫離邪靈的侵擾…蓋兒是一位心理治療師，即將與男友路克結婚，但路克與前妻有個十歲的兒子，叫做喬許。為了拉近她與準繼子間的感情，她安排了一家三口的山中度假，也希望能藉此機會治療喬許每晚作噩夢的困擾。原來，喬許每晚都會夢見生母貝琪，但夢裡母親的樣貌卻變得十分可怕。某日，蓋兒和喬許在前往爬山的途中經過一間小店，店主是他們的山中鄰居露絲，喬許很喜歡店裡各式的手工「捕夢網」和「捕靈網」，喬許起心動念偷走其中一個，並在夜裡抱著入睡。沒想到，喬許竟不再做噩夢了。母親依然來到他的夢中，但樣貌非常溫柔，母親告訴他蓋兒是闖入者，想要毀掉他們的家庭，他必須殺死她。隔日早晨，山中小店的露絲趕來，她發現店裡有個捕夢網不見了，前去警告蓋兒和喬許，解釋說遺失的捕夢網是她孫子的遺物，他生前也會做噩夢，最終他殺死自己的父母而後自殺，她堅信，捕夢網上有邪靈藏身其中。然而，一切似乎已經太遲了。醒來後的喬許行為越來越詭異，山中小屋開始出現神秘意外，而蓋兒的處境也變得越來越危險……|2020/6/24|2020/8/24|1
天后小助理|THE HIGH NOTE|data\images\movie\movieimg\movie35.jpg|movie35|1|113|妮莎嘉娜卓(Nisha Ganatra)|達柯塔強生(Dakota Johnson) 、 比爾普曼(Bill Pullman) 、 崔西艾莉絲羅斯(Tracee Ellis Ross) 、 冰塊酷巴(Ice Cube) 、 艾迪伊薩(Eddie Izzard)|https://www.youtube.com/embed/hgmHnyPCgQc|《天后小助理》一片設定在洛杉磯流行音樂圈光彩奪目、紙醉金迷的世界，故事描述流行樂天后葛蕾絲（崔西艾莉絲羅斯 飾）無與倫比的才華和目中無人的自大狂，已經達到了令人難以忍受的巔峰。瑪姬（達柯塔強生 飾）是葛蕾絲工作負荷超載的私人小助理，她總是被葛蕾絲呼來喚去，只能幫她跑跑腿，做一大堆瑣碎的雜事，但是瑪姬仍然希望能夠實現她從小就擁有的夢想，成為一名音樂製作人。當葛蕾絲的經紀人（冰塊酷巴 飾）給了她一個能夠改變她歌唱生涯的選擇時，瑪姬和葛蕾絲就想出了一個計劃，可能可以永遠改變她們的人生。|2020/6/24|2020/8/24|1
超能追緝|MORTAL|data\images\movie\movieimg\movie36.jpg|movie36|2|104|安德烈艾弗道夫(Andre Ovredal)|納特沃爾夫(Nat Wolff) 、 艾本愛克莉(Iben Akerlie)|https://www.youtube.com/embed/-nlid-FckQo|一位神秘男子身上，擁有不可思議的力量。他能讓碰到自己的人自燃，能讓整個空間天崩地裂，還能召喚雷電。某天，他發現這些無法解釋的力量，可能源於北歐的雷神神話，他便踏上尋找真相的旅途，卻在途中被各方勢力追殺。究竟他能否找出神秘力量的真相？|2020/6/24|2020/8/24|1
